lambda,coverage,u,predicate,p_mape,risk_1,risk_2,smape
3,1,1,R,,0.025415450544986954,0.0,0.1452611253566733
3,1,1.5,VER,1.499999999999992,0.034541479495527196,0.0,0.2000996119139119
3,1,1.5,ER,,0.028279280313491053,0.0,0.2183608182441177
3,1,1.5,R,,0.025431645460070047,0.0,0.14614472531943742
3,1,2,VER,1.9999999999999922,0.034586898509358366,0.0,0.20025728150429675
3,1,2,ER,,0.028377615889955153,0.0,0.21928957521595918
3,1,2,R,,0.025491085722420235,0.0,0.14596384501216889
3,2,0.05,VER,0.04999999999999996,0.15037207065418653,0.08601609657947686,0.0454054609531502
3,2,0.05,ER,,0.14911696461742852,0.08098591549295775,0.03616409374729469
3,2,0.05,R,,0.0897546696510421,0.041750503018108655,0.02976999577569854
3,2,0.1,VER,0.1,0.13071951518251163,0.08601609657947686,0.08791032790913356
3,2,0.1,ER,,0.13381599660300045,0.08098591549295775,0.07865361310146476
3,2,0.1,R,,0.08287031955875888,0.041750503018108655,0.05673877854975036
3,2,0.5,VER,0.500000000000001,0.06692650077512059,0.023390342052313884,0.15927873322300357
3,2,0.5,ER,,0.06951056185606144,0.026156941649899398,0.15446076006301368
3,2,0.5,R,,0.04643740216750829,0.011569416498993963,0.1055053043572145
3,2,1,VER,1.0000000000000002,0.0616371388449025,0.01949195171026157,0.17209849372731292
3,2,1,ER,,0.06369927138928826,0.022887323943661973,0.16727537104839393
3,2,1,R,,0.044539925878647406,0.01056338028169014,0.1093804597450827
3,2,1.5,VER,1.4999999999999991,0.05253735605054318,0.010311871227364185,0.1886703476525643
3,2,1.5,ER,,0.05102238690931645,0.012826961770623743,0.18185389400418595
3,2,1.5,R,,0.037844256838182676,0.006539235412474849,0.11848609049712079
3,2,2,VER,1.9999999999999976,0.049393639438516726,0.009054325955734407,0.1976267152401238
3,2,2,ER,,0.04707428666207908,0.01006036217303823,0.19371531624428703
3,2,2,R,,0.032624943912006835,0.0025150905432595573,0.1271206009974236
